uid,name,artist,city,ranking
8691,No Place,Backstreet Boys,north platte,42
8692,I Hope,Gabby Barrett,north platte,43
8693,Someone Like You,Adele,north platte,44
8694,"Easy Come, Easy Go",George Strait,north platte,45
8695,Sunglasses At Night,Corey Hart,north platte,46
8696,Your Love,The Outfield,north platte,47
8697,The Warrior,$unlisted,north platte,48
8698,Austin,Blake Shelton,north platte,49
8699,Dilemma,Nelly Feat. Kelly Rowland,north platte,50
8700,You Say,Lauren Daigle,minneapolis,1
8701,Going Bad,Meek Mill Feat. Drake,minneapolis,2
8702,Be Alright,Dean Lewis,minneapolis,3
8703,Sweet But Psycho,Ava Max,minneapolis,4
8704,Trampoline,SHAED,minneapolis,5
8705,Without Me,Halsey,minneapolis,6
8706,No Church In The Wild,KanYe West & Jay-Z Feat. Frank Ocean,minneapolis,7
8707,Pure Water,Mustard & Migos,minneapolis,8
8708,Middle Child,J. Cole,minneapolis,9
8709,Wow.,Post Malone,minneapolis,10
8710,7 Rings,Ariana Grande,minneapolis,11
8711,Rainbow,Kacey Musgraves,minneapolis,12
8712,bury a friend,Billie Eilish,minneapolis,13
8713,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,minneapolis,14
8714,Eastside,"Benny Blanco, Halsey & Khalid",minneapolis,15
8715,a Lot,21 Savage,minneapolis,16
8716,Look Back At It,A Boogie Wit Da Hoodie,minneapolis,17
8717,Ex,Kiana Ledé,minneapolis,18
8718,Backin' It Up,Pardison Fontaine Feat. Cardi B,minneapolis,19
8719,You,Nicole Bus,minneapolis,20
8720,Talk,Khalid & Disclosure,minneapolis,21
8721,Superposition,Young The Giant,minneapolis,22
8722,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,minneapolis,23
8723,You're Somebody Else,Flora Cash,minneapolis,24
8724,Drip Too Hard,Lil Baby & Gunna,minneapolis,25
8725,Malamente (Cap.1: Augurio),ROSALÍA,minneapolis,26
8726,Be Like Me,Lil Pump Feat. Lil Wayne,minneapolis,27
8727,Body,Loud Luxury Feat. Brando,minneapolis,28
8728,Shot Clock,Ella Mai,minneapolis,29
8729,Good As You,Kane Brown,minneapolis,30
8730,Dance Macabre,Ghost,minneapolis,31
8731,Mess,Lil Wayne,minneapolis,32
8732,My Year,GASHI & G-Eazy,minneapolis,33
8733,Juice,Lizzo,minneapolis,34
8734,Yosemite,Travis Scott,minneapolis,35
8735,SICKO MODE,Travis Scott,minneapolis,36
8736,Ready To Let Go,Cage The Elephant,minneapolis,37
8737,Dancing With A Stranger,Sam Smith & Normani,minneapolis,38
8738,365,Zedd & Katy Perry,minneapolis,39
8739,Please Me,Cardi B & Bruno Mars,minneapolis,40
8740,Love Lies,Khalid & Normani,minneapolis,41
8741,Missin You Crazy,Russ,minneapolis,42
8742,Better,Khalid,minneapolis,43
8743,Who's Got The Boom,Sophia Eris,minneapolis,44
8744,Harmony Hall,Vampire Weekend,minneapolis,45
8745,Just Another Gangsta,Juvenile & Birdman,minneapolis,46
8746,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,minneapolis,47
8747,A Million Dreams,P!nk,minneapolis,48
8748,Blue On Black,Five Finger Death Punch,minneapolis,49
8749,Tieduprightnow,Parcels,minneapolis,50
8750,Middle Child,J. Cole,charleston,1
8751,Wow.,Post Malone,charleston,2
8752,Fall,Davido,charleston,3
8753,Be Alright,Dean Lewis,charleston,4
8754,Please Me,Cardi B & Bruno Mars,charleston,5
8755,Pure Water,Mustard & Migos,charleston,6
8756,You,Nicole Bus,charleston,7
8757,Put A Date On It,Yo Gotti Feat. Lil Baby,charleston,8
8758,Big Ole Freak,Megan Thee Stallion,charleston,9
8759,You Say,Lauren Daigle,charleston,10
8760,7 Rings,Ariana Grande,charleston,11
8761,Going Bad,Meek Mill Feat. Drake,charleston,12
8762,Ex,Kiana Ledé,charleston,13
8763,Dancing With A Stranger,Sam Smith & Normani,charleston,14
8764,I Am Who They Say I Am,YoungBoy Never Broke Again Feat. Kevin Gates And Quando Rondo,charleston,15
8765,Bad Liar,Imagine Dragons,charleston,16
8766,Without Me,Halsey,charleston,17
8767,a Lot,21 Savage,charleston,18
8768,Do You Miss It,$unlisted,charleston,19
8769,Backin' It Up,Pardison Fontaine Feat. Cardi B,charleston,20
8770,21,DaBaby,charleston,21
8771,Look Back At It,A Boogie Wit Da Hoodie,charleston,22
8772,Mob Ties,Drake,charleston,23
8773,Envy Me,Calboy,charleston,24
8774,Twerk,City Girls,charleston,25
8775,Sweet But Psycho,Ava Max,charleston,26
8776,Better,Khalid,charleston,27
8777,Poledancer,Wale Feat. Megan Thee Stallion,charleston,28
8778,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,charleston,29
8779,Eastside,"Benny Blanco, Halsey & Khalid",charleston,30
8780,Shot Clock,Ella Mai,charleston,31
8781,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,charleston,32
8782,Valentine,Yk Osiris,charleston,33
8783,Good As You,Kane Brown,charleston,34
8784,Ride Good,LightSkinKeisha & B Smyth,charleston,35
8785,Undrunk,FLETCHER,charleston,36
8786,Close Friends,$unlisted,charleston,37
8787,Undecided,Chris Brown,charleston,38
8788,Girls Need Love,Summer Walker,charleston,39
8789,SICKO MODE,Travis Scott,charleston,40
8790,Caramel,Lloyd,charleston,41
8791,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,charleston,42
8792,As I Am,H.E.R.,charleston,43
8793,Sucker,Jonas Brothers,charleston,44
8794,Shallow,Lady Gaga & Bradley Cooper,charleston,45
8795,Old Town Road,Lil Nas X,charleston,46
8796,2am,Casanova Feat. Tory Lanez & Davido,charleston,47
8797,Beautiful Crazy,Luke Combs,charleston,48
8798,Love Someone,Lukas Graham,charleston,49
8799,Take On Me,Weezer,charleston,50
8800,You Say,Lauren Daigle,salt lake city,1
8801,Be Alright,Dean Lewis,salt lake city,2
8802,Bad Liar,Imagine Dragons,salt lake city,3
8803,Wow.,Post Malone,salt lake city,4
8804,Sweet But Psycho,Ava Max,salt lake city,5
8805,Undrunk,FLETCHER,salt lake city,6
8806,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,salt lake city,7
8807,Sucker,Jonas Brothers,salt lake city,8
8808,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,salt lake city,9
8809,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,salt lake city,10
8810,7 Rings,Ariana Grande,salt lake city,11
8811,Trampoline,SHAED,salt lake city,12
8812,Without Me,Halsey,salt lake city,13
8813,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,salt lake city,14
8814,Dancing With A Stranger,Sam Smith & Normani,salt lake city,15
8815,Splash,Ty James & Unheard,salt lake city,16
8816,Let Me Down Slowly,Alec Benjamin,salt lake city,17
8817,Talk,Khalid & Disclosure,salt lake city,18
8818,Going Bad,Meek Mill Feat. Drake,salt lake city,19
8819,Celebrity Skin,Hole,salt lake city,20
8820,You're Somebody Else,Flora Cash,salt lake city,21
8821,8 Letters,Why Don't We,salt lake city,22
8822,Better,Khalid,salt lake city,23
8823,Eastside,"Benny Blanco, Halsey & Khalid",salt lake city,24
8824,Middle Child,J. Cole,salt lake city,25
8825,Please Me,Cardi B & Bruno Mars,salt lake city,26
8826,Don't Call Me Up,Mabel,salt lake city,27
8827,Look What God Gave Her,Thomas Rhett,salt lake city,28
8828,bury a friend,Billie Eilish,salt lake city,29
8829,Missin You Crazy,Russ,salt lake city,30
8830,High Hopes,Panic! At The Disco,salt lake city,31
8831,Here Tonight,Brett Young,salt lake city,32
8832,Youngblood,5 Seconds Of Summer,salt lake city,33
8833,Majesty,Nicki Minaj Feat. Eminem & Labrinth,salt lake city,34
8834,Project Dreams,Marshmello & Roddy Ricch,salt lake city,35
8835,Wait For You,Jake Miller,salt lake city,36
8836,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,salt lake city,37
8837,Rainbow,Kacey Musgraves,salt lake city,38
8838,Old Town Road,Lil Nas X,salt lake city,39
8839,Happier,Marshmello & Bastille,salt lake city,40
8840,Good As You,Kane Brown,salt lake city,41
8841,Shallow,Lady Gaga & Bradley Cooper,salt lake city,42
8842,365,Zedd & Katy Perry,salt lake city,43
8843,Whiskey Glasses,Morgan Wallen,salt lake city,44
8844,SICKO MODE,Travis Scott,salt lake city,45
8845,I'll Stay (From Instant Family),Isabela Moner,salt lake city,46
8846,Lost In The Fire,Gesaffelstein & The Weeknd,salt lake city,47
8847,Superposition,Young The Giant,salt lake city,48
8848,Beautiful Crazy,Luke Combs,salt lake city,49
8849,ZEZE,Kodak Black Feat. Offset & Travis Scott,salt lake city,50
8850,You Say,Lauren Daigle,springfield,1
8851,Be Alright,Dean Lewis,springfield,2
8852,Wow.,Post Malone,springfield,3
8853,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,springfield,4
8854,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,springfield,5
8855,Look Back At It,A Boogie Wit Da Hoodie,springfield,6
8856,Tetris,Derek King,springfield,7
8857,Shallow,Lady Gaga & Bradley Cooper,springfield,8
8858,Bad Liar,Imagine Dragons,springfield,9
8859,2am,Casanova Feat. Tory Lanez & Davido,springfield,10
8860,Dancing With A Stranger,Sam Smith & Normani,springfield,11
8861,Shotgun,George Ezra,springfield,12
8862,Eastside,"Benny Blanco, Halsey & Khalid",springfield,13
8863,HML,Melii Feat. A Boogie Wit Da Hoodie,springfield,14
8864,Love Someone,Lukas Graham,springfield,15
8865,Nights Like This,Kehlani Feat. Ty Dolla $Ign,springfield,16
8866,Sweet But Psycho,Ava Max,springfield,17
8867,Middle Child,J. Cole,springfield,18
8868,Better,Khalid,springfield,19
8869,Hard Place,H.E.R.,springfield,20
8870,Be Like Me,Lil Pump Feat. Lil Wayne,springfield,21
8871,Without Me,Halsey,springfield,22
8872,My Year,GASHI & G-Eazy,springfield,23
8873,7 Rings,Ariana Grande,springfield,24
8874,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,springfield,25
8875,Ex,Kiana Ledé,springfield,26
8876,000000,A.CHAL,springfield,27
8877,Boasty,Wiley & Stefflon Don & Sean Paul Feat. Idris Elba,springfield,28
8878,Sucker,Jonas Brothers,springfield,29
8879,Please Me,Cardi B & Bruno Mars,springfield,30
8880,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,springfield,31
8881,Going Bad,Meek Mill Feat. Drake,springfield,32
8882,a Lot,21 Savage,springfield,33
8883,Pure Water,Mustard & Migos,springfield,34
8884,You,Nicole Bus,springfield,35
8885,Undrunk,FLETCHER,springfield,36
8886,Project Dreams,Marshmello & Roddy Ricch,springfield,37
8887,A Million Dreams,P!nk,springfield,38
8888,Lost In The Fire,Gesaffelstein & The Weeknd,springfield,39
8889,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,springfield,40
8890,Walk Me Home,P!nk,springfield,41
8891,Calling My Spirit,Kodak Black,springfield,42
8892,Talk,Khalid & Disclosure,springfield,43
8893,Body,Loud Luxury Feat. Brando,springfield,44
8894,Don't Call Me Up,Mabel,springfield,45
8895,Put A Date On It,Yo Gotti Feat. Lil Baby,springfield,46
8896,You're Somebody Else,Flora Cash,springfield,47
8897,Fall,Davido,springfield,48
8898,Shot Clock,Ella Mai,springfield,49
8899,Twerk,City Girls,springfield,50
8900,Be Alright,Dean Lewis,nashville,1
8901,You Say,Lauren Daigle,nashville,2
8902,Wow.,Post Malone,nashville,3
8903,Dancing With A Stranger,Sam Smith & Normani,nashville,4
8904,7 Rings,Ariana Grande,nashville,5
8905,Middle Child,J. Cole,nashville,6
8906,Please Me,Cardi B & Bruno Mars,nashville,7
8907,Going Bad,Meek Mill Feat. Drake,nashville,8
8908,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,nashville,9
8909,Sweet But Psycho,Ava Max,nashville,10
8910,Big Ole Freak,Megan Thee Stallion,nashville,11
8911,Better,Khalid,nashville,12
8912,Fall,Davido,nashville,13
8913,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,nashville,14
8914,Without Me,Halsey,nashville,15
8915,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,nashville,16
8916,Put A Date On It,Yo Gotti Feat. Lil Baby,nashville,17
8917,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,nashville,18
8918,a Lot,21 Savage,nashville,19
8919,Undrunk,FLETCHER,nashville,20
8920,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,nashville,21
8921,Sucker,Jonas Brothers,nashville,22
8922,Shallow,Lady Gaga & Bradley Cooper,nashville,23
8923,Beautiful Crazy,Luke Combs,nashville,24
8924,Talk,Khalid & Disclosure,nashville,25
8925,Do You Miss It,$unlisted,nashville,26
8926,SICKO MODE,Travis Scott,nashville,27
8927,Twerk,City Girls,nashville,28
8928,Poledancer,Wale Feat. Megan Thee Stallion,nashville,29
8929,Good As You,Kane Brown,nashville,30
8930,Shotgun,George Ezra,nashville,31
8931,Eastside,"Benny Blanco, Halsey & Khalid",nashville,32
8932,Whiskey Glasses,Morgan Wallen,nashville,33
8933,Bad Liar,Imagine Dragons,nashville,34
8934,Ex,Kiana Ledé,nashville,35
8935,Look Back At It,A Boogie Wit Da Hoodie,nashville,36
8936,You,Nicole Bus,nashville,37
8937,Old Town Road,Lil Nas X,nashville,38
8938,Close Friends,$unlisted,nashville,39
8939,ZEZE,Kodak Black Feat. Offset & Travis Scott,nashville,40
8940,Miss Me More,Kelsea Ballerini,nashville,41
8941,Shot Clock,Ella Mai,nashville,42
8942,bury a friend,Billie Eilish,nashville,43
8943,Rainbow,Kacey Musgraves,nashville,44
8944,Ready To Let Go,Cage The Elephant,nashville,45
8945,Pure Water,Mustard & Migos,nashville,46
8946,Down To The Honkytonk,Jake Owen,nashville,47
8947,Here Tonight,Brett Young,nashville,48
8948,21,DaBaby,nashville,49
8949,Rumor,Lee Brice,nashville,50
8950,Be Alright,Dean Lewis,reading,1
8951,You Say,Lauren Daigle,reading,2
8952,Better,Khalid,reading,3
8953,Wow.,Post Malone,reading,4
8954,Dancing With A Stranger,Sam Smith & Normani,reading,5
8955,7 Rings,Ariana Grande,reading,6
8956,Middle Child,J. Cole,reading,7
8957,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,reading,8
8958,Eastside,"Benny Blanco, Halsey & Khalid",reading,9
8959,Shallow,Lady Gaga & Bradley Cooper,reading,10
8960,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,reading,11
8961,Without Me,Halsey,reading,12
8962,Going Bad,Meek Mill Feat. Drake,reading,13
8963,Fall,Davido,reading,14
8964,Sweet But Psycho,Ava Max,reading,15
8965,Look Back At It,A Boogie Wit Da Hoodie,reading,16
8966,Please Me,Cardi B & Bruno Mars,reading,17
8967,Body,Loud Luxury Feat. Brando,reading,18
8968,Backin' It Up,Pardison Fontaine Feat. Cardi B,reading,19
8969,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,reading,20
8970,Someone You Loved,Lewis Capaldi,reading,21
8971,21,DaBaby,reading,22
8972,a Lot,21 Savage,reading,23
8973,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,reading,24
8974,Happier,Marshmello & Bastille,reading,25
8975,MIA,Bad Bunny Feat. Drake,reading,26
8976,When The Party's Over,Billie Eilish,reading,27
8977,Undrunk,FLETCHER,reading,28
8978,Youngblood,5 Seconds Of Summer,reading,29
8979,Love Someone,Lukas Graham,reading,30
8980,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,reading,31
8981,Close Friends,$unlisted,reading,32
8982,Tequila,Dan + Shay,reading,33
8983,Do You Miss It,$unlisted,reading,34
8984,Bad Liar,Imagine Dragons,reading,35
8985,Beautiful Crazy,Luke Combs,reading,36
8986,Mess,Lil Wayne,reading,37
8987,Twerk,City Girls,reading,38
8988,You,Nicole Bus,reading,39
8989,Uptown Vibes,Meek Mill Feat. Anuel AA & Fabolous,reading,40
8990,Don't Call Me Up,Mabel,reading,41
8991,2am,Casanova Feat. Tory Lanez & Davido,reading,42
8992,Sucker,Jonas Brothers,reading,43
8993,High Hopes,Panic! At The Disco,reading,44
8994,Ex,Kiana Ledé,reading,45
8995,Shotgun,George Ezra,reading,46
8996,Mob Ties,Drake,reading,47
8997,Automatic,The Bonfyre,reading,48
8998,Act Up,City Girls,reading,49
8999,Hurt,Oliver Tree,reading,50
9000,She's In Love With The Boy,Trisha Yearwood,evanston,1
9001,"February 28, 2016",Koe Wetzel,evanston,2
9002,I Think We're Alone Now,$unlisted,evanston,3
9003,Rapture,Underoath,evanston,4
9004,Shotgun,George Ezra,evanston,5
9005,Girl Like You,Jason Aldean,evanston,6
9006,Love You Too Late,Cole Swindell,evanston,7
9007,Happier,Marshmello & Bastille,evanston,8
9008,Stand,Rascal Flatts,evanston,9
9009,I'll Stay (From Instant Family),Isabela Moner,evanston,10
9010,7 Rings,Ariana Grande,evanston,11
9011,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,evanston,12
9012,Sucker,Jonas Brothers,evanston,13
9013,All For You (Acoustic),Sister Hazel,evanston,14
9014,A Thousand Miles,Vanessa Carlton,evanston,15
9015,Nineteen Hundred And Eighty Five,Paul McCartney & Wings,evanston,16
9016,No Grip,Feed Me,evanston,17
9017,D.O.A.,Bloodrock,evanston,18
9018,Soak Up The Sun,Sheryl Crow,evanston,19
9019,Loving Blind,Clint Black,evanston,20
9020,Whole,Flaw,evanston,21
9021,Cuban Pete,Jim Carrey,evanston,22
9022,Hi De Ho,K7,evanston,23
9023,My Boo (Hitman's Club Mix),Ghost Town DJs,evanston,24
9024,Sunglasses At Night,Corey Hart,evanston,25
9025,Always,Pebbles,evanston,26
9026,Diamond In My Pocket,Cody Johnson,evanston,27
9027,Anytime,$unlisted,evanston,28
9028,Draggin' The Line,Tommy James & The Shondells,evanston,29
9029,Por Mujeres Como Tu,Tito Rojas,evanston,30
9030,No More Words,Berlin,evanston,31
9031,Baby You're My Light,Richard Hawley,evanston,32
9032,County Fair,Chris LeDoux,evanston,33
9033,Ain't Nothing 'Bout You,Brooks & Dunn,evanston,34
9034,Somewhere Only We Know,Dan + Shay,evanston,35
9035,Shake It Up,The Cars,evanston,36
9036,I Miss My Friend,Darryl Worley,evanston,37
9037,Unwell,Matchbox Twenty,evanston,38
9038,Lotta That,G-Eazy Feat. A$AP Ferg & Danny Seth,evanston,39
9039,Wake Me,Bleachers,evanston,40
9040,Take Your Time,Sam Hunt,evanston,41
9041,Drop Dead Cynical,Amaranthe,evanston,42
9042,Summer Paradise,Simple Plan Feat. Sean Paul,evanston,43
9043,Blood And Stone (Ivan Torrent Remix),Audiomachine,evanston,44
9044,Atshaan,$unlisted,evanston,45
9045,Suga Boom Boom,Down3r,evanston,46
9046,Uptown Funk,Mark Ronson Feat. Bruno Mars,evanston,47
9047,3am,Meghan Trainor,evanston,48
9048,It's My Life,$unlisted,evanston,49
9049,Help Pour Out The Rain (Lacey's Song),Buddy Jewell,evanston,50
9050,Wow.,Post Malone,clearwater,1
9051,Be Alright,Dean Lewis,clearwater,2
9052,Dancing With A Stranger,Sam Smith & Normani,clearwater,3
9053,Low Key,Ally Brooke Feat. Tyga,clearwater,4
9054,Middle Child,J. Cole,clearwater,5
9055,Sweet But Psycho,Ava Max,clearwater,6
9056,7 Rings,Ariana Grande,clearwater,7
9057,Without Me,Halsey,clearwater,8
9058,Better,Khalid,clearwater,9
9059,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,clearwater,10
9060,You Say,Lauren Daigle,clearwater,11
9061,Sucker,Jonas Brothers,clearwater,12
9062,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,clearwater,13
9063,Look Back At It,A Boogie Wit Da Hoodie,clearwater,14
9064,Calma (Remix),Pedro Capó & Farruko,clearwater,15
9065,Going Bad,Meek Mill Feat. Drake,clearwater,16
9066,Please Me,Cardi B & Bruno Mars,clearwater,17
9067,SICKO MODE,Travis Scott,clearwater,18
9068,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,clearwater,19
9069,Con Calma,Daddy Yankee Feat. Snow,clearwater,20
9070,Twerk,City Girls,clearwater,21
9071,Pure Water,Mustard & Migos,clearwater,22
9072,Nights Like This,Kehlani Feat. Ty Dolla $Ign,clearwater,23
9073,Project Dreams,Marshmello & Roddy Ricch,clearwater,24
9074,ZEZE,Kodak Black Feat. Offset & Travis Scott,clearwater,25
9075,Talk,Khalid & Disclosure,clearwater,26
9076,Youngblood,5 Seconds Of Summer,clearwater,27
9077,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,clearwater,28
9078,Eastside,"Benny Blanco, Halsey & Khalid",clearwater,29
9079,Tequila,Dan + Shay,clearwater,30
9080,Ready To Let Go,Cage The Elephant,clearwater,31
9081,Trampoline,SHAED,clearwater,32
9082,bury a friend,Billie Eilish,clearwater,33
9083,Chlorine,Twenty One Pilots,clearwater,34
9084,I Can’t Get Enough,"Benny Blanco, Selena Gomez & J Balvin Feat. Tainy",clearwater,35
9085,Broken,Lovelytheband,clearwater,36
9086,Bad Liar,Imagine Dragons,clearwater,37
9087,Happier,Marshmello & Bastille,clearwater,38
9088,Last Hurrah,Bebe Rexha,clearwater,39
9089,Yuso,"Lil Wayne, Kid Ink & Saweetie",clearwater,40
9090,Undrunk,FLETCHER,clearwater,41
9091,Here Tonight,Brett Young,clearwater,42
9092,Beautiful Crazy,Luke Combs,clearwater,43
9093,Drip Too Hard,Lil Baby & Gunna,clearwater,44
9094,Shallow,Lady Gaga & Bradley Cooper,clearwater,45
9095,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,clearwater,46
9096,Leave Me Alone,Flipp Dinero,clearwater,47
9097,Love It If We Made It,The 1975,clearwater,48
9098,High Hopes,Panic! At The Disco,clearwater,49
9099,Do You Miss It,$unlisted,clearwater,50
9100,Pure Water,Mustard & Migos,rancho cucamonga,1
9101,Wow.,Post Malone,rancho cucamonga,2
9102,Going Bad,Meek Mill Feat. Drake,rancho cucamonga,3
9103,You Say,Lauren Daigle,rancho cucamonga,4
9104,Dancing With A Stranger,Sam Smith & Normani,rancho cucamonga,5
9105,Middle Child,J. Cole,rancho cucamonga,6
9106,Better,Khalid,rancho cucamonga,7
9107,a Lot,21 Savage,rancho cucamonga,8
9108,Without Me,Halsey,rancho cucamonga,9
9109,Talk,Khalid & Disclosure,rancho cucamonga,10
9110,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,rancho cucamonga,11
9111,7 Rings,Ariana Grande,rancho cucamonga,12
9112,Be Alright,Dean Lewis,rancho cucamonga,13
9113,Please Me,Cardi B & Bruno Mars,rancho cucamonga,14
9114,Look Back At It,A Boogie Wit Da Hoodie,rancho cucamonga,15
9115,MIA,Bad Bunny Feat. Drake,rancho cucamonga,16
9116,Ex,Kiana Ledé,rancho cucamonga,17
9117,Shallow,Lady Gaga & Bradley Cooper,rancho cucamonga,18
9118,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,rancho cucamonga,19
9119,ZEZE,Kodak Black Feat. Offset & Travis Scott,rancho cucamonga,20
9120,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,rancho cucamonga,21
9121,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,rancho cucamonga,22
9122,You,Nicole Bus,rancho cucamonga,23
9123,Wake Up In The Sky,"Gucci Mane, Bruno Mars & Kodak Black",rancho cucamonga,24
9124,Girls Have Fun,"Tyga, DJ Snake Feat. G-Eazy & Rich The Kid",rancho cucamonga,25
9125,West Coast,G-Eazy Feat. Blueface,rancho cucamonga,26
9126,Nunca Es Suficiente,Los Ángeles Azules Feat. Natalia Lafourcade,rancho cucamonga,27
9127,I Can’t Get Enough,"Benny Blanco, Selena Gomez & J Balvin Feat. Tainy",rancho cucamonga,28
9128,Rule The World,2 Chainz Feat. Ariana Grande,rancho cucamonga,29
9129,Missin You Crazy,Russ,rancho cucamonga,30
9130,Calma (Remix),Pedro Capó & Farruko,rancho cucamonga,31
9131,Taste,Tyga Feat. Offset,rancho cucamonga,32
9132,SICKO MODE,Travis Scott,rancho cucamonga,33
9133,Youngblood,5 Seconds Of Summer,rancho cucamonga,34
9134,A Través Del Vaso,Banda Los Sebastianes,rancho cucamonga,35
9135,Ferris Wheel,Tory Lanez Feat. Trippie Redd,rancho cucamonga,36
9136,Low Key,Ally Brooke Feat. Tyga,rancho cucamonga,37
9137,Twerk,City Girls,rancho cucamonga,38
9138,Be Like Me,Lil Pump Feat. Lil Wayne,rancho cucamonga,39
9139,Celebrity Skin,Hole,rancho cucamonga,40
9140,A Million Dreams,P!nk,rancho cucamonga,41
9141,Bae,O.T. Genasis,rancho cucamonga,42
9142,Sucker,Jonas Brothers,rancho cucamonga,43
9143,Love Someone,Lukas Graham,rancho cucamonga,44
9144,Hard Place,H.E.R.,rancho cucamonga,45
9145,Yuso,"Lil Wayne, Kid Ink & Saweetie",rancho cucamonga,46
9146,Con Calma,Daddy Yankee Feat. Snow,rancho cucamonga,47
9147,Racks In The Middle,Nipsey Hussle Feat. Roddy Ricch And Hit-Boy,rancho cucamonga,48
9148,Taki Taki,DJ Snake Feat. Selena Gomez & Ozuna & Cardi B,rancho cucamonga,49
9149,Bad Liar,Imagine Dragons,rancho cucamonga,50
9150,Be Alright,Dean Lewis,sioux falls,1
9151,Bad Liar,Imagine Dragons,sioux falls,2
9152,Shotgun,George Ezra,sioux falls,3
9153,You Say,Lauren Daigle,sioux falls,4
9154,Undrunk,FLETCHER,sioux falls,5
9155,7 Rings,Ariana Grande,sioux falls,6
9156,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,sioux falls,7
9157,Wow.,Post Malone,sioux falls,8
9158,Rainbow,Kacey Musgraves,sioux falls,9
9159,Old Town Road,Lil Nas X,sioux falls,10
9160,Sweet But Psycho,Ava Max,sioux falls,11
9161,Dancing With A Stranger,Sam Smith & Normani,sioux falls,12
9162,Sucker,Jonas Brothers,sioux falls,13
9163,Without Me,Halsey,sioux falls,14
9164,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,sioux falls,15
9165,Better,Khalid,sioux falls,16
9166,Good As You,Kane Brown,sioux falls,17
9167,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,sioux falls,18
9168,Hurts Like Hell,Madison Beer Feat. Offset,sioux falls,19
9169,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,sioux falls,20
9170,Beautiful Crazy,Luke Combs,sioux falls,21
9171,Don't Call Me Up,Mabel,sioux falls,22
9172,Last Hurrah,Bebe Rexha,sioux falls,23
9173,Eastside,"Benny Blanco, Halsey & Khalid",sioux falls,24
9174,Some Of It,Eric Church,sioux falls,25
9175,Love Someone,Lukas Graham,sioux falls,26
9176,Look What God Gave Her,Thomas Rhett,sioux falls,27
9177,Down To The Honkytonk,Jake Owen,sioux falls,28
9178,Stand,Rascal Flatts,sioux falls,29
9179,Low Key,Ally Brooke Feat. Tyga,sioux falls,30
9180,What I Am,Edie Brickell & New Bohemians,sioux falls,31
9181,You're Somebody Else,Flora Cash,sioux falls,32
9182,Rumor,Lee Brice,sioux falls,33
9183,8 Letters,Why Don't We,sioux falls,34
9184,Walk Me Home,P!nk,sioux falls,35
9185,Miss Me More,Kelsea Ballerini,sioux falls,36
9186,Happier,Marshmello & Bastille,sioux falls,37
9187,Every Little Honky Tonk Bar,George Strait,sioux falls,38
9188,"Gone, Gone, Gone",Phillip Phillips,sioux falls,39
9189,Love Stinks,J. Geils Band,sioux falls,40
9190,Eyes On You,Chase Rice,sioux falls,41
9191,Burn The House Down,AJR,sioux falls,42
9192,One That Got Away,Michael Ray,sioux falls,43
